datetime,energy,temp,feelslike,dew,humidity,
2022-09-11T20:00:00,56.8,26.2,26.2,23.1,83.02,
2022-09-11T21:00:00,37.8,26,26,23,83.57,
2022-09-11T22:00:00,22.3,26,26,23,83.59,
2022-09-11T23:00:00,21.4,25,25,23.2,89.59,
2022-09-12T00:00:00,20.6,25,25,24,94.17,
2022-09-12T01:00:00,16.7,24,24,23,94.12,
2022-09-12T02:00:00,14.5,24,24,23.2,95.1,
2022-09-12T03:00:00,17.8,24,24,23,94.15,
2022-09-12T04:00:00,15.5,24,24,23,94.15,
2022-09-12T05:00:00,14.9,23.8,23.8,22.9,94.78,
2022-09-12T06:00:00,11.6,24,24,23,94.15,
2022-09-12T07:00:00,21.4,23,23,23,99.97,
2022-09-12T08:00:00,93.5,24.1,24.1,23,93.83,
2022-09-12T09:00:00,144.7,26,26,24,88.76,
2022-09-12T10:00:00,158.7,29,32.7,23,70.15,
2022-09-12T11:00:00,172.4,29.9,33.9,22.9,66.16,
2022-09-12T12:00:00,172.3,32,34.9,21,52.31,
2022-09-12T13:00:00,199.8,33,37,22,52.53,
2022-09-12T14:00:00,159,33.1,36,20.7,48.41,
2022-09-12T15:00:00,214.4,33,37.1,22,52.5,
2022-09-12T16:00:00,210.7,33,37.1,22,52.56,
2022-09-12T17:00:00,169.1,33.1,36.3,21.1,49.46,
2022-09-12T18:00:00,122,32,35.8,22,55.6,
2022-09-12T19:00:00,90.8,30,35.1,24,70.29,
2022-09-12T20:00:00,88.9,28.8,32.5,23.1,71.24,
2022-09-12T21:00:00,68.2,28,31.3,23,74.28,
2022-09-12T22:00:00,42.3,27,29.6,23,78.76,
2022-09-12T23:00:00,33.8,27,29.7,23.2,79.58,
2022-09-13T00:00:00,32.8,27,29.6,23,78.8,
2022-09-13T01:00:00,28.5,26,26,24,88.71,
2022-09-13T02:00:00,25.6,25.2,25.2,23.2,88.67,
2022-09-13T03:00:00,23.4,25,25,23,88.68,
2022-09-13T04:00:00,21.5,25,25,23,88.68,
2022-09-13T05:00:00,20.6,24.8,24.8,23,89.9,
2022-09-13T06:00:00,18.9,25,25,23,88.7,
2022-09-13T07:00:00,32.1,25,25,23,88.7,
2022-09-13T08:00:00,94,25.2,25.2,23.1,88.13,
2022-09-13T09:00:00,146.1,28,31.3,23,74.32,
2022-09-13T10:00:00,159,30,35.1,24,70.27,
2022-09-13T11:00:00,177.8,29.9,34.8,23.9,70.22,
2022-09-13T12:00:00,176.7,31,37.8,25,70.42,
2022-09-13T13:00:00,183.8,32,37.9,24,62.72,
2022-09-13T14:00:00,214.9,32.9,37,22.1,53.02,
2022-09-13T15:00:00,170.4,31,36.6,24,66.31,
2022-09-13T16:00:00,165.6,27,30.2,24,83.54,
2022-09-13T17:00:00,157.9,27.9,32.5,25,84.27,
2022-09-13T18:00:00,122.2,29,32.8,23,70.11,
2022-09-13T19:00:00,73.8,28,31.3,23,74.28,
2022-09-13T20:00:00,57.1,27.2,30,23.2,78.78,
2022-09-13T21:00:00,45.5,27,29.2,22,74.14,
2022-09-13T22:00:00,23.1,26,26,23,83.54,
2022-09-13T23:00:00,20.3,24.2,24.2,22.2,88.56,
2022-09-14T00:00:00,21.4,24,24,22,88.58,
2022-09-14T01:00:00,18.5,24,24,22,88.58,
2022-09-14T02:00:00,18.1,23.9,23.9,22.9,94.12,
2022-09-14T03:00:00,18.4,24,24,23,94.15,
2022-09-14T04:00:00,21.1,24,24,23,94.15,
2022-09-14T05:00:00,17.6,23.8,23.8,22.7,93.81,
2022-09-14T06:00:00,16.9,24,24,23,94.15,
2022-09-14T07:00:00,18.7,24,24,22,88.62,
2022-09-14T08:00:00,76.2,23.9,23.9,22.1,89.51,
2022-09-14T09:00:00,145.6,25,25,23,88.66,
2022-09-14T10:00:00,161.6,28,31.3,23,74.28,
2022-09-14T11:00:00,171.4,29.1,32.2,22.2,66.43,
2022-09-14T12:00:00,179.6,31,34.6,22,58.82,
2022-09-14T13:00:00,181.5,32,35.8,22,55.57,
2022-09-14T14:00:00,182.1,31.1,34.8,22.2,59.22,
2022-09-14T15:00:00,203.2,31,34.6,22,58.8,
2022-09-14T16:00:00,192.2,32,35.8,22,55.58,
2022-09-14T17:00:00,159.3,31,33,20,52.05,
2022-09-14T18:00:00,102,29,32,22,65.98,
2022-09-14T19:00:00,81.8,28,31.3,23,74.28,
2022-09-14T20:00:00,70.5,26.8,29.6,23.8,83.61,
2022-09-14T21:00:00,50.4,27,29.7,23,78.78,
2022-09-14T22:00:00,30.3,27,29.7,23,78.78,
2022-09-14T23:00:00,19.2,26.8,29.3,23.2,80.63,
2022-09-15T00:00:00,17.8,26,26,24,88.69,
2022-09-15T01:00:00,27.3,26,26,24,88.69,
2022-09-15T02:00:00,21.8,25.9,25.9,23.9,88.68,
2022-09-15T03:00:00,23.4,26,26,24,88.74,
2022-09-15T04:00:00,22.2,26,26,24,88.74,
2022-09-15T05:00:00,19.6,25.9,25.9,23.9,88.74,
2022-09-15T06:00:00,18.6,26,26,24,88.76,
2022-09-15T07:00:00,24.9,26,26,23,83.57,
2022-09-15T08:00:00,101.4,25.8,25.8,24,89.93,
2022-09-15T09:00:00,166.4,27,30.1,24,83.65,
2022-09-15T10:00:00,200.8,28,31.9,24,78.9,
2022-09-15T11:00:00,200.8,28.7,33.8,24.7,78.97,
2022-09-15T12:00:00,139.5,30,35.1,24,70.26,
2022-09-15T13:00:00,192,32,36.8,23,59.08,
2022-09-15T14:00:00,219,31.1,35.6,23.1,62.51,
2022-09-15T15:00:00,205.6,32,37.9,24,62.76,
2022-09-15T16:00:00,188.2,32,36.8,23,59.09,
2022-09-15T17:00:00,156.8,29.9,34,23,66.65,
2022-09-15T18:00:00,134.7,29,32.8,23,70.13,
2022-09-15T19:00:00,99.7,29,33.6,24,74.49,
2022-09-15T20:00:00,79.2,27.9,32.3,24.7,82.92,
2022-09-15T21:00:00,63.9,28,32.7,25,83.77,
2022-09-15T22:00:00,51.2,28,32,24,78.92,
2022-09-15T23:00:00,44.7,27.2,30.4,24,82.85,
2022-09-16T00:00:00,39.6,27,30.1,24,83.7,
2022-09-16T01:00:00,39.9,27,30.1,24,83.7,
2022-09-16T02:00:00,37.2,26.2,26.2,23.9,87.28,
2022-09-16T03:00:00,29.9,26,26,24,88.76,
2022-09-16T04:00:00,26.5,26,26,24,88.76,
2022-09-16T05:00:00,27.1,25.7,25.7,23.9,89.65,
2022-09-16T06:00:00,25.6,25,25,24,94.17,
2022-09-16T07:00:00,22.2,25,25,24,94.17,
2022-09-16T08:00:00,49.2,25.1,25.1,23.9,93.22,
2022-09-16T09:00:00,91.2,25,25,24,94.14,
2022-09-16T10:00:00,115.9,27,30.1,24,83.61,
2022-09-16T11:00:00,139.7,28.2,32.4,24.2,78.86,
2022-09-16T12:00:00,139.9,30,35.1,24,70.28,
2022-09-16T13:00:00,148.4,32,37.9,24,62.7,
2022-09-16T14:00:00,152.7,32.2,37.2,23.2,59.09,
2022-09-16T15:00:00,145,33,37,22,52.6,
2022-09-16T16:00:00,132.39,33,37,22,52.62,
2022-09-16T17:00:00,105.7,31.9,36.7,23,59.5,
2022-09-16T18:00:00,83.7,31,36.5,24,66.42,
2022-09-16T19:00:00,77.5,29,33.6,24,74.47,
2022-09-16T20:00:00,69.7,28.1,31.4,23.1,74.34,
2022-09-16T21:00:00,69.9,27,29.2,22,74.2,
2022-09-16T22:00:00,45.8,27,29.6,23,78.8,
2022-09-16T23:00:00,38.6,27.1,29.7,22.9,78.03,
2022-09-17T00:00:00,30.5,26,26,23,83.59,
2022-09-17T01:00:00,26.6,26,26,24,88.78,
2022-09-17T02:00:00,24.3,26.1,26.1,23.8,87.27,
2022-09-17T03:00:00,23.4,26,26,23,83.59,
2022-09-17T04:00:00,20.5,26,26,24,88.76,
2022-09-17T05:00:00,23.1,24.1,24.1,22.2,89.22,
2022-09-17T06:00:00,19.4,24,24,22,88.6,
2022-09-17T07:00:00,23.6,24,24,22,88.55,
2022-09-17T08:00:00,49.4,25.3,25.3,23.2,88.08,
2022-09-17T09:00:00,64.5,26,26,23,83.57,
2022-09-17T10:00:00,96.5,28,31.9,24,78.9,
2022-09-17T11:00:00,107.7,28,32,24.1,79.17,
2022-09-17T12:00:00,102.2,26,26,25,94.13,
2022-09-17T13:00:00,85.4,24,24,24,99.89,
2022-09-17T14:00:00,97.9,24.2,24.2,23.8,97.55,
2022-09-17T15:00:00,95.3,24,24,24,99.89,
2022-09-17T16:00:00,92.1,25,25,24,94.14,
2022-09-17T17:00:00,82.8,25.1,25.1,23.9,93.16,
2022-09-17T18:00:00,58.1,25,25,23,88.61,
2022-09-17T19:00:00,55,25,25,23,88.58,
2022-09-17T20:00:00,53,25.1,25.1,23,88.33,
2022-09-17T21:00:00,39.5,25,25,23,88.66,
2022-09-17T22:00:00,34.2,25,25,23,88.66,
2022-09-17T23:00:00,28.8,24.8,24.8,23.1,90.17,
2022-09-18T00:00:00,30.9,25,25,23,88.66,
2022-09-18T01:00:00,26.2,25,25,23,88.66,
2022-09-18T02:00:00,22.9,24.1,24.1,23.1,94.13,
2022-09-18T03:00:00,23.5,24,24,23,94.1,
2022-09-18T04:00:00,17.5,25,25,23,88.68,
2022-09-18T05:00:00,21.7,23.8,23.8,23.1,95.73,
2022-09-18T06:00:00,17,24,24,23,94.12,
2022-09-18T07:00:00,17.4,23,23,22,94.05,
2022-09-18T08:00:00,28.6,22.8,22.8,22.1,95.67,
2022-09-18T09:00:00,41.8,23,23,23,99.94,
2022-09-18T10:00:00,75.7,25,25,24,94.19,
2022-09-18T11:00:00,84.5,26.9,29.8,23.8,83.09,
2022-09-18T12:00:00,74.6,28,31.9,24,78.9,
2022-09-18T13:00:00,88,28,31.9,24,78.9,
2022-09-18T14:00:00,72.9,26.7,29.1,23,80.12,
2022-09-18T15:00:00,64.7,26,26,23,83.54,
2022-09-18T16:00:00,77.5,26,26,23,83.52,
2022-09-18T17:00:00,65.4,26.7,29.4,23.7,83.58,
2022-09-18T18:00:00,63.2,27,29.6,23,78.74,
2022-09-18T19:00:00,64.7,26,26,23,83.5,
2022-09-18T20:00:00,67.8,25.8,25.8,23,84.66,
2022-09-18T21:00:00,54.7,26,26,23,83.57,
2022-09-18T22:00:00,31.4,25,25,23,88.66,
2022-09-18T23:00:00,28.4,25,25,23.8,92.88,
2022-09-19T00:00:00,24.4,25,25,24,94.17,
2022-09-19T01:00:00,23.2,25,25,23,88.68,
2022-09-19T02:00:00,25.2,24.9,24.9,23,89.28,
2022-09-19T03:00:00,26.8,25,25,23,88.68,
2022-09-19T04:00:00,25.7,25,25,23,88.66,
2022-09-19T05:00:00,20.3,24.8,24.8,22.1,84.9,
2022-09-19T06:00:00,14.1,24,24,22,88.6,
2022-09-19T07:00:00,28.4,24,24,22,88.6,
2022-09-19T08:00:00,76,24.8,24.8,22.8,88.68,
2022-09-19T09:00:00,110.2,26,26,23,83.52,
2022-09-19T10:00:00,123.2,28,32,24,78.9,
2022-09-19T11:00:00,131.2,29.2,34.6,24.8,77.16,
2022-09-19T12:00:00,102.4,30,34.2,23,66.15,
2022-09-19T13:00:00,138.8,31,35.5,23,62.47,
2022-09-19T14:00:00,166.4,31.8,36.6,23.1,60,
2022-09-19T15:00:00,186.2,32,36.8,23,59.03,
2022-09-19T16:00:00,183.2,32,36.8,23,59.03,
2022-09-19T17:00:00,155.9,30.8,35,22.8,62.39,
2022-09-19T18:00:00,119.3,30,35.1,24,70.2,
2022-09-19T19:00:00,79.3,28,32,24,78.81,
2022-09-19T20:00:00,82.9,27.2,30.9,24.8,86.71,
2022-09-19T21:00:00,72.5,27,30.6,25,88.72,
2022-09-19T22:00:00,39.1,27,30.1,24,83.61,
2022-09-19T23:00:00,23.3,27.1,30.3,24.1,83.66,
2022-09-20T00:00:00,19.2,27,30.1,24,83.68,
2022-09-20T01:00:00,21.2,27,30.1,24,83.68,
2022-09-20T02:00:00,17.5,25.8,25.8,22.9,84.12,
2022-09-20T03:00:00,14.8,24,24,22,88.6,
2022-09-20T04:00:00,13.4,24,24,22,88.6,
2022-09-20T05:00:00,11.2,23.9,23.9,22.1,89.51,
2022-09-20T06:00:00,12.1,24,24,22,88.58,
2022-09-20T07:00:00,26.5,23,23,22,94.05,
2022-09-20T08:00:00,73.2,23.9,23.9,21.8,87.96,
2022-09-20T09:00:00,98.2,25,25,22,83.43,
2022-09-20T10:00:00,124.1,26,26,22,78.6,
2022-09-20T11:00:00,151,27.9,30.6,22.1,70.59,
2022-09-20T12:00:00,142.2,30,33.3,22,62.26,
2022-09-20T13:00:00,151.9,31,35.5,23,62.5,
2022-09-20T14:00:00,168.6,31.2,34.8,22.1,58.44,
2022-09-20T15:00:00,175.7,31,36.6,24,66.33,
2022-09-20T16:00:00,161.3,30,34.2,23,66.13,
2022-09-20T17:00:00,140.7,29.8,34.7,23.9,70.67,
2022-09-20T18:00:00,129.1,30,34.2,23,66.15,
2022-09-20T19:00:00,102.2,28,32,24,78.88,
2022-09-20T20:00:00,104.3,26.8,29.6,23.8,83.59,
2022-09-20T21:00:00,84.8,26,26,24,88.69,
2022-09-20T22:00:00,41.2,25,25,24,94.09,
2022-09-20T23:00:00,24.8,25.1,25.1,23.8,92.52,
2022-09-21T00:00:00,21.7,26,26,24,88.71,
2022-09-21T01:00:00,18.4,25,25,24,94.11,
2022-09-21T02:00:00,17.3,24.8,24.8,23.7,93.81,
2022-09-21T03:00:00,20.8,25,25,24,94.14,
2022-09-21T04:00:00,18.7,25,25,24,94.14,
2022-09-21T05:00:00,17.7,24.8,24.8,23.1,90.17,
2022-09-21T06:00:00,15.2,25,25,23,88.68,
2022-09-21T07:00:00,30.9,25,25,23,88.68,
2022-09-21T08:00:00,75,25.8,25.8,23.7,88.41,
2022-09-21T09:00:00,121.2,27,30.1,24,83.65,
2022-09-21T10:00:00,154.7,30,35.1,24,70.27,
2022-09-21T11:00:00,171.3,30.1,35.1,23.9,69.55,
2022-09-21T12:00:00,163.4,31,36.6,24,66.31,
2022-09-21T13:00:00,122.4,28,31.3,23,74.18,
2022-09-21T14:00:00,126.9,24.2,24.2,23.1,93.42,
2022-09-21T15:00:00,151.7,25.1,25.1,24.1,94.06,
2022-09-21T16:00:00,163.2,27.1,30.8,25,88.67,
2022-09-21T17:00:00,136.5,27.8,32.3,25.1,85.07,
2022-09-21T18:00:00,106.3,28,32.7,25,83.68,
2022-09-21T19:00:00,89.6,27,30.1,24,83.61,
2022-09-21T20:00:00,94.9,26.1,26.1,23.2,84.1,
2022-09-21T21:00:00,72.5,26,26,23,83.54,
2022-09-21T22:00:00,35.3,26,26,23,83.52,
2022-09-21T23:00:00,22.8,25.8,25.8,23.8,88.65,
2022-09-22T00:00:00,19.7,25,25,23,88.63,
2022-09-22T01:00:00,21.7,25,25,23.9,94.1,
2022-09-22T02:00:00,20.6,25.1,25.1,23.7,92.25,
2022-09-22T03:00:00,19.5,24,24,23,94.1,
2022-09-22T04:00:00,17.9,24,24,23,94.1,
2022-09-22T05:00:00,16.8,24.8,24.8,23.9,94.78,
2022-09-22T06:00:00,14.9,25,25,24,94.14,
2022-09-22T07:00:00,26.6,25,25,24,94.19,
2022-09-22T08:00:00,78.7,24.1,24.1,23.2,94.75,
2022-09-22T09:00:00,107.3,25,25,24,94.19,
2022-09-22T10:00:00,125.1,26,26,24,88.78,
2022-09-22T11:00:00,120.1,27.1,30.1,23.8,82.32,
2022-09-22T12:00:00,124.5,28,31.9,24,78.96,
2022-09-22T13:00:00,145,29,33.6,24,74.51,
2022-09-22T14:00:00,159.6,30,34.9,23.8,69.35,
2022-09-22T15:00:00,163.8,31,35.5,23,62.5,
2022-09-22T16:00:00,120.9,31,36.5,24,66.31,
2022-09-22T17:00:00,147.7,30.1,35,23.8,69.03,
2022-09-22T18:00:00,113.5,30,35.1,24,70.22,
2022-09-22T19:00:00,88.5,28,32.7,25,83.67,
2022-09-22T20:00:00,84.8,27.3,31.2,24.9,86.68,
2022-09-22T21:00:00,70.2,27,30.6,25,88.74,
2022-09-22T22:00:00,28.4,27,30.6,25,88.79,
2022-09-22T23:00:00,20.6,26.7,29.9,24.8,89.05,
2022-09-23T00:00:00,25.7,26,26,24,88.71,
2022-09-23T01:00:00,20.6,26,26,24,88.74,
2022-09-23T02:00:00,15.6,26,26,24.1,89.04,
2022-09-23T03:00:00,14.1,25,25,24,94.11,
2022-09-23T04:00:00,12.1,25,25,24,94.17,
2022-09-23T05:00:00,12.8,25.3,25.3,24.1,92.92,
2022-09-23T06:00:00,12.9,25,25,24,94.14,
2022-09-23T07:00:00,25.2,25,25,23,88.68,
2022-09-23T08:00:00,75.5,25.7,25.7,22.8,83.81,
2022-09-23T09:00:00,127.6,28,31.3,23,74.32,
2022-09-23T10:00:00,140.8,29,33.6,24,74.45,
2022-09-23T11:00:00,131.1,29.7,35.5,24.8,74.78,
2022-09-23T12:00:00,128.4,30,35.1,24,70.22,
2022-09-23T13:00:00,123.8,28,31.3,23,74.2,
2022-09-23T14:00:00,134.6,28.1,31.2,22.8,72.97,
2022-09-23T15:00:00,146.4,29,33.6,24,74.35,
2022-09-23T16:00:00,134.4,30,35.1,24,70.24,
2022-09-23T17:00:00,106.7,30,35.9,24.7,73.34,
2022-09-23T18:00:00,101.8,29,33.6,24,74.43,
2022-09-23T19:00:00,96.1,28,32.7,25,83.72,
2022-09-23T20:00:00,73.7,27,30.5,24.8,87.58,
2022-09-23T21:00:00,72.4,26,26,25,94.13,
2022-09-23T22:00:00,41.6,26,26,25,94.13,
2022-09-23T23:00:00,21.4,26.1,26.1,24.2,89.31,
2022-09-24T00:00:00,17,26,26,25,94.16,
2022-09-24T01:00:00,18.7,26,26,24,88.74,
2022-09-24T02:00:00,16.3,25,25,22.8,87.47,
2022-09-24T03:00:00,12.8,23,23,23,99.86,
2022-09-24T04:00:00,13.6,23,23,23,99.97,
2022-09-24T05:00:00,11,23.1,23.1,22.9,98.96,
2022-09-24T06:00:00,8,23,23,23,99.97,
2022-09-24T07:00:00,12.7,23,23,23,99.97,
2022-09-24T08:00:00,25.2,23.1,23.1,23,99.62,
2022-09-24T09:00:00,36.2,24,24,24,99.94,
2022-09-24T10:00:00,47.3,25,25,24,94.11,
2022-09-24T11:00:00,76.5,27.8,31.6,24,79.93,
2022-09-24T12:00:00,71.8,29,33.6,24,74.43,
2022-09-24T13:00:00,70,30,35.1,24,70.29,
2022-09-24T14:00:00,80.6,29.7,35.5,24.8,74.8,
2022-09-24T15:00:00,79.5,30,36.2,25,74.53,
2022-09-24T16:00:00,87.9,31,36.6,24,66.35,
2022-09-24T17:00:00,95.2,30.9,36.5,24.1,67.01,
2022-09-24T18:00:00,73.3,31,36.6,24,66.38,
2022-09-24T19:00:00,59.6,28,32.7,25,83.72,
2022-09-24T20:00:00,76.2,27.1,30.8,25.1,88.77,
2022-09-24T21:00:00,64,27,30.6,25,88.77,
2022-09-24T22:00:00,32.3,26,26,25,94.16,
2022-09-24T23:00:00,18.8,26.3,26.3,24,87.27,
2022-09-25T00:00:00,19.6,26,26,24,88.74,
2022-09-25T01:00:00,19.5,26,26,24,88.74,
2022-09-25T02:00:00,17.5,26.1,26.1,24.7,92.31,
2022-09-25T03:00:00,14.6,23,23,22,94.05,
2022-09-25T04:00:00,14,23,23,22,94.08,
2022-09-25T05:00:00,16.8,22.9,22.9,22.1,95.05,
2022-09-25T06:00:00,13,23,23,22,94.11,
2022-09-25T07:00:00,19,23,23,22,94.11,
2022-09-25T08:00:00,24.9,23,23,21.9,93.46,
2022-09-25T09:00:00,43.9,25,25,23,88.68,
2022-09-25T10:00:00,61.5,26,26,24,88.74,
2022-09-25T11:00:00,68.3,27,30.2,24.2,84.51,
2022-09-25T12:00:00,71.9,28,32,24,78.88,
2022-09-25T13:00:00,74.8,28,32,24,78.88,
2022-09-25T14:00:00,80.7,28,32,24.1,79.13,
2022-09-25T15:00:00,88.2,28,32,24,78.88,
2022-09-25T16:00:00,88.6,28,31.3,23,74.26,
2022-09-25T17:00:00,74.7,28.1,32.1,24,78.61,
2022-09-25T18:00:00,69.5,29,33.6,24,74.45,
2022-09-25T19:00:00,69.1,28,32,24,78.88,
2022-09-25T20:00:00,68.2,26.8,29.6,23.8,83.62,
2022-09-25T21:00:00,49.3,26,26,24,88.71,
2022-09-25T22:00:00,28.9,25,25,24,94.14,
2022-09-25T23:00:00,20.8,24.8,24.8,23.8,94.11,
2022-09-26T00:00:00,13.8,25,25,24,94.17,
2022-09-26T01:00:00,14,25,25,23,88.63,
2022-09-26T02:00:00,11.6,24.9,24.9,23.1,89.53,
2022-09-26T03:00:00,11.3,25,25,23,88.66,
2022-09-26T04:00:00,13,24,24,23,94.1,
2022-09-26T05:00:00,12.8,24.2,24.2,22.9,92.52,
2022-09-26T06:00:00,11.8,24,24,23,94.1,
2022-09-26T07:00:00,32.1,24,24,23,94.12,
2022-09-26T08:00:00,111,25.1,25.1,23.1,88.66,
2022-09-26T09:00:00,174.8,28,31.9,24,78.92,
2022-09-26T10:00:00,168.3,29,33.6,24,74.43,
2022-09-26T11:00:00,195.8,30.1,35.4,24.2,70.72,
2022-09-26T12:00:00,205.1,32,39.2,25,66.53,
2022-09-26T13:00:00,208.4,32,39.2,25,66.53,
2022-09-26T14:00:00,215.6,31.1,37.7,24.9,69.69,
2022-09-26T15:00:00,215,32,37.9,24,62.67,
2022-09-26T16:00:00,223.7,31,37.8,25,70.38,
2022-09-26T17:00:00,136.4,31.8,37.4,23.8,62.61,
2022-09-26T18:00:00,155.1,31,35.5,23,62.47,
2022-09-26T19:00:00,128.2,29,34.6,25,78.95,
2022-09-26T20:00:00,101.1,28.1,33,25.2,84.25,
2022-09-26T21:00:00,100.6,28,32.7,25,83.7,
2022-09-26T22:00:00,65.3,27,30.6,25,88.77,
2022-09-26T23:00:00,31.8,27.8,31.4,23.7,78.61,
2022-09-27T00:00:00,20.5,27,29.7,23,78.76,
2022-09-27T01:00:00,18.8,27,30.1,24,83.66,
2022-09-27T02:00:00,17.1,26.7,29.2,23.2,80.92,
2022-09-27T03:00:00,16.6,23,23,23,99.94,
2022-09-27T04:00:00,16.7,23,23,23,99.94,
2022-09-27T05:00:00,15.8,23.1,23.1,22.9,98.92,
2022-09-27T06:00:00,14,23,23,23,99.94,
2022-09-27T07:00:00,27.3,23,23,22,94.08,
2022-09-27T08:00:00,77.4,23.1,23.1,22.8,98.24,
2022-09-27T09:00:00,128.3,24,24,23,94.1,
2022-09-27T10:00:00,149.7,26,26,23,83.52,
2022-09-27T11:00:00,157.8,27.7,30.9,23.2,76.29,
2022-09-27T12:00:00,164,29,33.6,24,74.43,
2022-09-27T13:00:00,181.6,30,35.1,24,70.27,
2022-09-27T14:00:00,176.2,31.1,36.5,23.9,65.71,
2022-09-27T15:00:00,191.6,31,36.6,24,66.35,
2022-09-27T16:00:00,204,31,36.6,24,66.31,
2022-09-27T17:00:00,151.6,31.7,38.4,24.7,66.51,
2022-09-27T18:00:00,125.9,30,34.2,23,66.16,
2022-09-27T19:00:00,99.5,29,32.8,23,70.05,
2022-09-27T20:00:00,83.5,27,30,23.8,82.49,
2022-09-27T21:00:00,65.1,26,26,24,88.69,
2022-09-27T22:00:00,35.7,26,26,24,88.71,
2022-09-27T23:00:00,30.7,25.8,25.8,24,89.91,
2022-09-28T00:00:00,28.4,26,26,24,88.74,
2022-09-28T01:00:00,31.2,25,25,24,94.14,
2022-09-28T02:00:00,25.1,25.8,25.8,24,89.93,
2022-09-28T03:00:00,19.9,24,24,23,94.12,
2022-09-28T04:00:00,20,24,24,23,94.15,
2022-09-28T05:00:00,19.6,24.1,24.1,23.1,94.16,
2022-09-28T06:00:00,19.1,24,24,23,94.15,
2022-09-28T07:00:00,33.2,24,24,23,94.15,
2022-09-28T08:00:00,86.2,24.1,24.1,23,93.83,
2022-09-28T09:00:00,120.8,25,25,23,88.69,
2022-09-28T10:00:00,141.4,28,31.9,24,78.96,
2022-09-28T11:00:00,162.3,29.1,33.7,24.1,74.51,
2022-09-28T12:00:00,186.4,31,36.5,24,66.42,
2022-09-28T13:00:00,170.8,32,39.2,25,66.65,
2022-09-28T14:00:00,196.3,31,37.7,24.9,69.81,
2022-09-28T15:00:00,207,32,37.9,24,62.76,
2022-09-28T16:00:00,208.3,33,38.1,23,55.88,
2022-09-28T17:00:00,159.9,30.7,37.2,24.9,71.15,
2022-09-28T18:00:00,112.6,29,34.5,25,79.04,
2022-09-28T19:00:00,101.7,28,31.9,24,78.92,
2022-09-28T20:00:00,92.1,27.9,31.7,24,79.44,
2022-09-28T21:00:00,69.4,27,30.1,24,83.68,
2022-09-28T22:00:00,40.7,27,30.1,24,83.7,
2022-09-28T23:00:00,27,26,26,24.1,89.06,
2022-09-29T00:00:00,22.2,26,26,24,88.78,
2022-09-29T01:00:00,18.3,26,26,24,88.76,
2022-09-29T02:00:00,20.4,25.1,25.1,24.1,94.18,
2022-09-29T03:00:00,21,25,25,24,94.19,
2022-09-29T04:00:00,19.2,25,25,24,94.19,
2022-09-29T05:00:00,15.7,25,25,23.9,93.54,
2022-09-29T06:00:00,14.3,25,25,23,88.68,
2022-09-29T07:00:00,33.3,25,25,24,94.19,
2022-09-29T08:00:00,107.4,26,26,23.8,87.56,
2022-09-29T09:00:00,157.3,27,30.1,24,83.65,
2022-09-29T10:00:00,174.6,29,33.6,24,74.43,
2022-09-29T11:00:00,178.3,30.1,35.3,24.1,70.28,
2022-09-29T12:00:00,183.3,31,34.6,22,58.85,
2022-09-29T13:00:00,165.1,31,34.6,22,58.82,
2022-09-29T14:00:00,189.6,31.1,35.5,22.9,61.84,
2022-09-29T15:00:00,151.4,31,35.5,23,62.45,
2022-09-29T16:00:00,195.8,32,35.8,22,55.57,
2022-09-29T17:00:00,176.9,32.1,36.8,22.9,58.45,
2022-09-29T18:00:00,125.3,31,35.5,23,62.45,
2022-09-29T19:00:00,104.2,30,35.1,24,70.29,
2022-09-29T20:00:00,105.5,28.1,32.6,24.8,82.36,
2022-09-29T21:00:00,92.1,28,32.7,25,83.77,
2022-09-29T22:00:00,45.9,28,32,24,78.92,
2022-09-29T23:00:00,26.6,27.3,30.6,23.9,81.75,
2022-09-30T00:00:00,24.4,27,30.1,24,83.68,
2022-09-30T01:00:00,22.7,27,30.1,24,83.68,
2022-09-30T02:00:00,24.2,26.1,26.1,23.9,87.85,
2022-09-30T03:00:00,24.5,26,26,24,88.74,
2022-09-30T04:00:00,20.4,24,24,24,99.92,
2022-09-30T05:00:00,19.9,24.2,24.2,23.9,98.27,
2022-09-30T06:00:00,16.1,24,24,24,99.94,
2022-09-30T07:00:00,37.4,25,25,24,94.14,
2022-09-30T08:00:00,70.4,24.8,24.8,23.7,93.84,
2022-09-30T09:00:00,109.7,26,26,24,88.74,
2022-09-30T10:00:00,130,28,32,24,78.9,
2022-09-30T11:00:00,136.3,29.7,34.6,23.9,70.96,
2022-09-30T12:00:00,151.2,30,36.2,25,74.59,
2022-09-30T13:00:00,164.3,30,36.2,25,74.63,
2022-09-30T14:00:00,163,30.1,36.4,25.1,74.62,
2022-09-30T15:00:00,167.3,31,36.5,24,66.47,
2022-09-30T16:00:00,137.1,32,37.9,24,62.81,
2022-09-30T17:00:00,131.3,31,36.7,24.1,66.48,
2022-09-30T18:00:00,116.4,30,36.2,25,74.69,
2022-09-30T19:00:00,131.1,29,33.6,24,74.53,
2022-09-30T20:00:00,101.6,28,31.8,23.8,77.9,
2022-09-30T21:00:00,83.4,28,31.9,24,78.96,
2022-09-30T22:00:00,40,28,31.9,24,78.99,
2022-09-30T23:00:00,31.1,27.7,31.4,24,80.28,
2022-10-01T00:00:00,20,27,30.1,24,83.7,
2022-10-01T01:00:00,17.9,27,30.6,25,88.84,
