Index,energy,temp,feelslike,dew,humidity,response
2060,99.3,28.3,34.2,26.1,87.68,1
2061,88,27.7,33,26,90.32,1
2062,61.8,27.3,31.9,26,92.63,1
2063,36.6,27.1,31.3,25.9,93.26,1
2064,32.6,27.3,31.9,26,92.67,1
2065,22.4,27,31.2,26,94.22,1
2066,20.5,27,31.2,26,94.22,1
2067,20.4,26.2,26.2,25.9,98.29,1
2068,17.9,26,26,26,99.95,2
2069,19.9,26,26,25,94.21,2
2070,26.2,26.1,26.1,24.8,92.64,1
2071,24.7,26,26,24,88.76,2
2072,33.3,25.1,25.1,23.9,93.22,2
2073,92,26,26,23.9,88.16,2
2074,122.7,28.8,33,23.7,74.22,1
2075,142.7,30,35.1,24,70.31,1
2076,146.9,31.8,36.7,23.2,60.49,1
2077,149.8,33.1,37,21.9,52.05,1
2078,168.4,34.8,36.5,18.8,39.06,1
2079,180.5,35,38.4,20.8,43.63,1
2080,183,35.8,38,19.2,37.87,1
2081,193.6,33,40.6,25,62.9,1
2082,165.7,32.7,40.3,25.1,64.19,1
2083,118.5,31.7,39,25.2,68.36,1
2084,112.4,30.1,37.2,25.8,77.85,1
2085,118.2,28.7,34.2,25.2,81.16,1
2086,88.1,28,32.7,25,83.79,1
2087,39.8,28,32.6,24.9,83.23,1
2088,30.9,27.8,31.5,23.9,79.45,1
2089,26.1,27.3,30.6,24,82.33,1
2090,22.9,27,30.1,24,83.7,1
2091,25.4,25.9,25.9,24.1,89.66,2
2092,22.2,26,26,24,88.76,2
2093,23.5,25,25,24,94.17,2
2094,23.3,25,25,23.7,92.59,2
2095,20.7,25,25,23,88.68,2
2096,31.8,25,25,23,88.7,2
2097,96.1,25.1,25.1,23,88.41,2
2098,147.3,28.1,31.5,23.2,74.86,1
2099,170.3,30.1,34.3,23.1,66.21,1
2100,175.4,31.9,36.5,22.9,59.03,1
2101,174.4,33.8,39,22.9,53.1,1
2102,174.1,35.1,39.4,21.8,46.22,1
2103,175.9,33.1,39.2,23.9,58.66,1
2104,198.4,33.1,39.1,23.8,58.26,1
2105,207.5,33,39.3,24,59.28,2
2106,138,32.8,37.8,23,56.53,1
2107,147.5,32,36.8,23,59.12,1
2108,127.6,31,37.4,24.7,69.37,1
2109,112,29.1,33.5,23.8,73.25,1
2110,98,29,32.8,23,70.17,1
2111,44.6,28.3,31.7,23.1,73.4,1
2112,38.8,28.2,32.1,23.8,77.11,1
2113,29,28,31.3,23,74.38,1
2114,27,28,31.3,23,74.38,1
2115,26.3,27,29.7,23.1,79.11,1
2116,25.2,26,26,23.2,84.47,2
2117,20.3,26,26,23.2,84.47,2
2118,21,25,25,23.2,89.62,2
2119,23,25,25,24,94.19,2
2120,28.2,24.7,24.7,23.2,91.14,2
2121,89.6,24.9,24.9,23.7,93.25,2
2122,122.7,28,32,24,78.94,1
2123,157.6,29.1,33.7,24.1,74.5,1
2124,122.1,30.1,35.1,23.9,69.58,1
2125,165,31.1,36.5,23.9,65.71,1
2126,223.9,31.8,39,25.1,67.63,2
2127,224.5,30.8,38.4,25.8,74.69,2
2128,249.8,32.8,40,24.8,62.88,2
2129,204,33,40.6,25,62.95,2
2130,173.9,32.7,40.1,24.9,63.51,1
2131,88.7,32,38.1,24.2,63.38,1
2132,81.4,24,24,22,88.5,2
2133,87.5,23.9,23.9,22.8,93.4,2
2134,65.1,24.1,24.1,23,93.77,2
2135,37.4,25,25,24,94.17,2
2136,36,25,25,23.8,92.87,2
2137,24.3,25,25,23,88.68,2
2138,20.4,25,25,24,94.14,2
2139,20.6,24.8,24.8,23.7,93.83,2
2140,16.9,24,24,24,99.94,2
2141,15.4,24,24,23.2,95.08,2
2142,20.6,24,24,23.2,95.08,2
2143,19.9,24,24,23.1,94.44,2
2144,30.5,23.8,23.8,23,95.43,2
2145,76.9,24.2,24.2,23.8,97.6,2
2146,121,27,30.2,24.2,84.51,1
2147,145.5,28.8,33.3,24.1,75.68,1
2148,178,30.8,37.3,24.9,70.9,1
2149,183.6,32,37.9,24,62.72,1
2150,184.9,31.1,36.5,23.9,65.69,1
2151,195.3,32.1,38.9,24.7,65.23,1
2152,197.4,31.8,39,25,67.57,1
2153,178.9,30,36.2,25,74.57,1
2154,144,29,34.4,24.8,77.79,1
2155,118.9,29,34.5,25,79.1,1
2156,101.2,28,32.7,25,83.81,1
2157,88.1,27.8,32.3,25.1,85.22,1
2158,67.3,27.7,32.7,25.8,89.2,1
2159,29.9,27.1,30.8,25.2,89.44,1
2160,25.6,27,30.6,24.9,88.26,1
2161,22.1,27,30.6,25,88.84,1
2162,18,27,30.2,24.2,84.57,1
2163,18.1,26.7,29.6,24.2,85.98,1
2164,20.9,26,26,24.1,89.08,2
2165,17.1,26,26,24,88.78,2
2166,16.6,26,26,24.2,89.69,2
2167,19.6,26,26,24,88.78,2
2168,25.8,25,25,24,94.19,2
2169,52.1,25.8,25.8,24.7,93.9,2
2170,103.7,27,30.1,24,83.7,1
2171,133,30,35.1,24,70.31,1
2172,129.6,30.1,35.3,24.1,70.29,1
2173,139.4,30,35.1,24,70.26,1
2174,140.2,31.1,37.7,24.9,69.71,1
2175,142.7,31.8,37.5,23.9,63.11,1
2176,138.1,32.1,39.1,24.9,65.9,1
2177,131.9,31.8,37.8,24.2,64.18,1
2178,112.4,30,36,24.8,73.43,1
2179,79.1,29.1,34.5,24.9,78.27,1
2180,71.9,28.3,32.5,24.1,77.9,1
2181,67.5,27.3,30.5,23.8,81.18,1
2182,50.3,27,30.1,24,83.7,1
2183,22.7,27,30.1,24,83.68,1
2184,25.8,26.8,29.6,23.8,83.68,1
2185,24.1,27,30.1,24,83.68,1
2186,24.7,26.8,29.7,24.2,85.68,1
2187,22.8,26.1,26.1,24.7,92.33,1
2188,19.3,26,26,24,88.81,2
2189,22.9,26.1,26.1,24.1,88.79,1
2190,24.8,25.7,25.7,23.9,89.67,2
2191,20.2,25,25,23.2,89.62,2
2192,21.9,24.8,24.8,23.9,94.82,2
2193,44.9,24.2,24.2,23.8,97.63,2
2194,65.8,25.3,25.3,24.1,92.92,2
2195,100.8,27.7,32,24.8,84.04,1
2196,120.8,28.8,33.4,24.2,76.22,1
2197,118.1,29.8,35.7,24.9,75.07,1
2198,117.8,31.1,37.7,24.9,69.75,1
2199,133.5,32.1,40.3,25.7,69.23,1
2200,92.7,32,40.3,25.8,69.66,1
2201,139.1,31,37.8,25,70.4,1
2202,126.9,30,35.1,24,70.24,1
2203,109.2,29.3,34.2,24.2,73.93,1
2204,97.8,28.7,33.2,24.1,75.91,1
2205,107,28,32.5,24.8,82.62,1
2206,80.4,28,32.5,24.8,82.65,1
2207,40.7,27.8,31.7,24.2,80.77,1
2208,29,26.7,29.6,24.2,85.92,1
2209,26.4,27,30.6,25,88.79,1
2210,20.8,25,25,23,88.63,2
2211,18.5,25.1,25.1,24.2,94.84,2
2212,17.5,24.8,24.8,23.9,94.8,2
2213,20.8,24.1,24.1,23.2,94.8,2
2214,21,24,24,23.1,94.47,2
2215,21.9,24,24,23,94.15,2
2216,32.5,24,24,23.1,94.46,2
2217,72.8,24.1,24.1,23,93.81,2
2218,122.3,25,25,23.2,89.61,2
2219,135.2,26,26,23.8,87.54,2
2220,143.4,28,32.1,24.2,79.7,1
2221,130.4,30,35.1,24,70.28,1
2222,136.4,30,34.3,23.2,66.85,1
2223,156.9,30.1,34.9,23.7,68.87,1
2224,172,30,35.3,24.2,70.99,1
2225,164.3,30.8,35.2,23,63.31,1
2226,138,30.1,35.3,24.1,70.25,1
2227,135.5,29.1,33.6,23.9,73.67,1
2228,128.8,28.1,32.1,24,78.64,1
2229,125.8,27.8,31.5,23.9,79.43,1
2230,95.9,27.3,30.5,23.8,81.18,1
2231,39.6,26.8,29.7,24.1,85.06,1
2232,31.9,26.7,29.6,24.2,85.92,1
2233,24.7,26,26,24.2,89.64,2
2234,22.7,25.8,25.8,24.1,90.23,2
2235,23.4,26.2,26.2,24.1,88.17,1
2236,20.6,26.1,26.1,24.2,89.36,1
2237,21.6,26,26,24,88.76,2
2238,19.2,25.8,25.8,24.1,90.25,2
2239,21.6,26,26,24,88.74,2
2240,36.2,25.1,25.1,23.8,92.57,2
2241,79,25.3,25.3,23.2,88.07,2
2242,135.9,27.7,31.3,23.7,78.86,1
2243,180,29.8,34,23.2,67.74,1
2244,169.8,31,36.5,24,66.38,1
2245,131,32,36.7,22.9,58.65,1
2246,148.4,33,38.1,23,55.82,1
2247,174.7,33.1,39.4,24.1,59.26,1
2248,187,33.1,39.3,24,59.08,1
2249,179.7,34,37.4,21,46.75,1
2250,165.6,33.3,35.7,20.1,45.93,1
2251,154.3,32.8,36.6,21.8,52.51,1
2252,133.7,31,36.6,24,66.4,1
2253,139,29.1,33.6,23.9,73.74,1
2254,112,29,32.7,23,70.19,1
2255,65.8,28,31.9,24,78.98,1
2256,34.9,28.1,32.2,24.2,79.52,1
2257,27.8,28.1,32.1,24.1,78.98,1
2258,25.1,27.8,31.6,24.1,80.29,1
2259,24.6,27.1,30.6,24.8,87.38,1
2260,15.3,26,26,25,94.23,2
2261,16.5,26,26,25,94.23,2
2262,16.2,26.1,26.1,24.2,89.35,1
2263,17.4,25.1,25.1,22.8,87.19,2
2264,43.5,25,25,23,88.73,2
2265,78,25,25,23.1,89.02,2
2266,103.3,25,25,22,83.48,2
2267,111.7,26.7,29.1,22.8,79.05,1
2268,112.7,27,29.3,22.2,74.96,1
2269,115.1,27.3,30.2,23.2,78.28,1
2270,110.9,27.3,29.6,21.9,72.41,1
2271,129.4,28.8,32.2,22.7,69.83,1
2272,153.7,29.1,33.5,23.8,73.17,1
2273,112.9,29.8,34.7,23.9,70.68,1
2274,138.7,29.9,35,24.1,70.97,1
2275,125.3,29.7,34.5,23.8,70.43,1
2276,129.1,29,33.6,24,74.47,1
2277,130.2,28,32,24.1,79.19,1
2278,103.6,27.3,30.8,24.2,83.15,1
2279,45.9,27.3,30.7,24,82.28,1
2280,30.4,26.9,29.9,24.1,84.52,1
2281,28.5,26.8,29.7,24.1,85.07,1
2282,23.5,26.3,26.3,23.7,85.81,1
2283,21.7,25.2,25.2,23.8,91.95,2
2284,19.2,25,25,23,88.68,2
2285,15.4,24,24,23,94.12,2
2286,17,23.8,23.8,22.8,94.12,2
2287,20.4,23.1,23.1,22.7,97.94,2
2288,35,23.1,23.1,22.2,94.75,2
2289,67.3,23.7,23.7,22.9,95.1,2
2290,112.5,27,30.1,24,83.68,1
2291,154.5,29,32.8,23,70.13,1
2292,157.9,30.2,35.1,23.8,68.63,1
2293,140.2,32,36.8,23,59.03,1
2294,165.3,32,37,23.2,59.64,1
2295,174.5,33,37.8,22.8,55.05,1
2296,187.9,33,40.4,24.9,62.47,1
2297,185.8,33.1,40.3,24.7,61.67,1
2298,165.5,32.2,39.3,24.9,65.49,1
2299,157.7,31.1,36.7,24.1,66.37,1
2300,149.8,29.8,35.5,24.7,74.29,1
2301,133.1,28.1,32.2,24.2,79.44,1
2302,101.6,27.3,30.8,24.2,83.11,1
2303,57.5,27.8,32.1,24.7,83.44,1
2304,42.9,27.8,32.1,24.7,83.45,1
2305,28.6,27.8,32.1,24.7,83.46,1
2306,26.3,27.1,30.3,24.2,84.25,1
2307,27.1,26.8,29.7,24.1,85.08,1
2308,23.5,26.8,29.6,23.9,84.22,1
2309,20.9,26,26,24,88.74,2
2310,17.6,25.7,25.7,24.1,90.54,2
2311,19.5,25,25,24,94.17,2
2312,31.9,25,25,24,94.17,2
2313,81.7,25.1,25.1,24.1,94.16,2
2314,164.5,28,32,24,78.92,1
2315,166.5,29.8,35.6,24.8,74.57,1
2316,178.2,31.8,36.6,23.1,60.03,1
2317,171.2,33,39.5,24.2,59.89,1
2318,177.3,33,39.3,24.1,59.47,1
2319,179.6,31.8,40.4,26.1,71.73,1
2320,151.4,29,35.6,26,83.79,1
2321,112.2,28.1,33.5,25.8,87.38,1
2322,86.2,24.8,24.8,23.8,94.16,2
2323,80.7,24.7,24.7,23.2,91.11,2
2324,81.6,24,24,22,88.6,2
2325,84.6,24.2,24.2,23.2,94.14,2
2326,64.5,24,24,23,94.12,2
2327,28.7,24.1,24.1,23,93.81,2
2328,24.5,24.1,24.1,23.1,94.15,2
2329,19.9,24.1,24.1,23.1,94.15,2
2330,13.3,24.1,24.1,23.1,94.15,2
2331,10.5,24.1,24.1,23.2,94.79,2
2332,11.8,24.1,24.1,23.2,94.8,2
2333,11.2,24.3,24.3,23.7,96.64,2
2334,8.6,24.1,24.1,23.1,94.15,2
2335,11.5,24,24,23,94.15,2
2336,19.2,24,24,23,94.15,2
2337,37.7,24.8,24.8,23.9,94.81,2
2338,65.1,27,30.1,24,83.65,1
2339,71.4,28.8,33.9,24.8,78.99,1
2340,76.3,30.1,35.3,24.1,70.29,1
2341,70.8,32,38.8,24.7,65.45,1
2342,66.6,33,40.2,24.7,61.86,1
2343,82.9,32.7,41.5,25.9,67.36,1
2344,104.5,32.1,40.4,25.8,69.43,1
2345,84.2,31,37.9,25.1,70.54,1
2346,66.2,22.2,22.2,21.8,97.56,2
2347,63.8,22.1,22.1,21.9,98.89,2
2348,69.9,23.1,23.1,22.8,98.23,2
2349,60.3,23.8,23.8,22.8,94.09,2
2350,38.7,24.1,24.1,23,93.81,2
2351,24.5,24.8,24.8,23.1,90.2,2
2352,21.5,24.8,24.8,23,89.91,2
2353,17.7,24.7,24.7,22.9,89.6,2
2354,15.1,24.1,24.1,23,93.83,2
2355,16.9,24.3,24.3,23.1,92.9,2
2356,15.2,24,24,23,94.18,2
2357,13.4,25,25,23,88.7,2
2358,12.9,24.8,24.8,23.7,93.86,2
2359,15.1,24.8,24.8,23,89.91,2
2360,21.4,24,24,23,94.15,2
2361,30.1,24.8,24.8,23.7,93.87,2
2362,52.3,28.7,33.1,24,75.73,1
2363,72.1,30.3,35.2,23.7,68.02,1
2364,71.3,31.8,37.4,23.8,62.68,1
2365,75.6,32.7,37.5,22.8,55.94,1
2366,144.5,30.7,38.3,25.7,74.71,1
2367,154.3,29.8,36.8,25.8,79.12,1
2368,136.2,30.7,38.5,25.9,75.55,1
2369,126.8,32,39.2,25,66.62,1
2370,113.4,31.8,40.2,25.9,71.08,1
2371,101.8,30.8,37.6,25.2,72.12,1
2372,106.9,29,34.6,25.1,79.32,1
2373,75.6,27.8,32.3,25.1,85.18,1
2374,62.8,27.1,30.8,25,88.53,1
2375,37,27.1,30.7,24.9,87.93,1
2376,31.6,27,30.6,24.9,88.24,1
2377,32.1,26.8,30.1,24.9,89.4,1
2378,26.5,26.1,26.1,24.9,93.25,1
2379,18.1,26.1,26.1,24.8,92.66,1
2380,17.5,25,25,24,94.19,2
2381,15.8,25.1,25.1,24.1,94.18,2
2382,16.3,25,25,24.1,94.5,2
2383,16,25,25,24,94.17,2
2384,36.2,24.7,24.7,23.9,95.14,2
2385,146.2,25.8,25.8,24.2,90.88,2
2386,208.3,27.7,31.9,24.7,83.76,2
2387,223.2,29.3,34,24,73.26,2
2388,237.3,30.2,34.5,23.1,65.77,2
2389,234.7,32.1,35.9,22.1,55.61,2
2390,217.6,33.1,38.2,23.1,55.82,2
2391,233.4,33.1,38.4,23.2,56.2,2
2392,250.3,32.8,39.1,24.1,60.25,2
2393,255.3,32,37,23.2,59.65,2
2394,189.4,31.1,35.5,22.9,61.88,1
2395,147.1,31.1,36.4,23.8,65.28,1
2396,111,29.8,34.5,23.7,70.01,1
2397,92.8,28.1,31.9,23.8,77.58,1
2398,87.1,27.1,30.2,23.9,82.79,1
2399,44.4,27,30.1,24,83.66,1
2400,34.9,27.1,30.1,23.7,81.96,1
2401,30.3,27,30.1,24,83.66,1
2402,26.8,26.1,26.1,23.8,87.25,1
2403,29.8,26.8,29.7,24,84.8,1
2404,20.2,26,26,24,88.76,2
2405,17.9,26,26,24,88.76,2
2406,18.7,25.9,25.9,23.9,88.75,2
2407,20.9,25.8,25.8,24,89.95,2
2408,30.7,25.1,25.1,23.8,92.59,2
2409,105.7,26.1,26.1,23.8,87.27,1
2410,207.4,28,32,24,78.94,2
2411,226.9,30.8,36.4,24.2,67.95,2
2412,226.4,31.8,38.6,24.8,66.51,2
2413,237.4,32.1,38.9,24.7,65.22,2
2414,228.9,33.3,40.7,24.8,61.08,2
2415,265.9,32,40.3,25.8,69.63,2
2416,275.2,33,40.6,25,62.88,2
2417,262.2,32.3,39.5,24.9,65.04,2
2418,191.2,31.8,37.6,24,63.5,1
2419,121.7,30,35.1,24,70.24,1
2420,147.1,30,35.9,24.7,73.35,1
2421,139.8,28.8,33.4,24.2,76.22,1
2422,95.3,28.8,33.4,24.2,76.22,1
2423,38.9,27.8,32.3,25,84.87,1
2424,25.4,27.8,32.1,24.8,83.77,1
2425,22.5,27.7,32,24.7,83.75,1
2426,21.6,27,30.5,24.8,87.63,1
2427,19.5,27,30.5,25,88.83,1
2428,21,27,30,24,83.7,1
2429,23.7,25.8,25.8,24,89.96,2
2430,23.9,26,26,23.9,88.18,2
2431,22.3,25.8,25.8,23.9,89.35,2
2432,42,25.3,25.3,23.8,91.36,2
2433,122.7,26.1,26.1,24,88.48,1
2434,217.6,28.1,32.2,24.2,79.49,2
2435,234.7,30,36,24.8,73.61,2
2436,232.3,31.9,39.1,25.1,67.23,2
2437,252.5,32.7,38.6,23.8,59.43,2
2438,260.9,33.8,40.3,24,56.78,2
2439,274.2,32.8,40.6,25.2,64.36,2
2440,287,33,40.6,25,62.91,2
2441,279.5,32.8,41.6,25.9,67.15,2
2442,239.6,33,41.9,25.9,66.32,2
2443,186.2,31.8,40.4,26.1,71.77,1
2444,181.5,30,37.5,26,79.17,1
2445,161.9,29.1,35.7,26,83.6,1
2446,129.6,28.3,34.4,26.2,88.32,1
2447,58.7,28,33.6,26,88.89,1
2448,40.5,28,33.6,26.1,89.19,1
2449,27.2,28.1,33.7,26,88.6,1
2450,26.5,28,33.5,25.9,88.32,1
2451,22,27.1,31.3,25.9,93.31,1
2452,17.8,27,30.6,25,88.84,1
2453,18.8,27,30.1,24,83.7,1
2454,19.1,26.2,26.2,24.7,91.71,1
2455,17.5,26,26,24,88.76,2
2456,41.3,26,26,25,94.18,2
2457,145.4,26,26,24.9,93.58,2
2458,238.4,28.8,34.9,25.8,83.87,2
2459,268.9,30.1,37.2,25.7,77.63,2
2460,258.3,32,39.3,25.1,66.81,2
2461,253.4,33,40.6,25,62.93,2
2462,271.1,33.8,41.9,25.2,60.86,2
2463,278.2,32.2,41.2,26.2,70.65,2
2464,274.5,32,40.9,26.2,71.33,2
2465,276.1,32,40.5,25.9,70.14,2
2466,186.6,32,40.5,25.9,70.15,1
2467,198.7,30.8,37.6,25.2,72.1,1
2468,160.1,30,37.5,26,79.18,1
2469,139,28.8,34.2,25.1,80.36,1
2470,104.4,28.1,33.6,25.9,87.99,1
2471,49.6,27.1,30.7,24.8,87.33,1
2472,45.4,27,30.2,24.2,84.51,1
2473,42,27,30.1,24,83.66,1
2474,34.7,27,30.1,24,83.66,1
2475,32,26.2,26.2,24.8,92,1
2476,29.8,26,26,25,94.18,2
2477,18.1,26,26,24,88.74,2
2478,21.7,26,26,24.2,89.65,2
2479,21.2,26,26,24,88.76,2
2480,37.7,26,26,24.1,89.06,2
2481,116.2,27,30.2,24.2,84.56,1
2482,187.4,29,34.6,25,79.08,1
2483,226.9,30.8,38.4,25.8,74.76,2
2484,238.1,31.2,39.1,25.8,73.05,2
2485,232.3,32.8,41.6,25.9,67.17,2
2486,255.5,33.8,41.9,25.2,60.87,2
2487,272.3,33.3,42.1,25.7,64.62,2
2488,276.1,33,45.8,28,75.01,2
2489,243.8,33.7,43.3,26.1,64.33,2
2490,150,32.3,40.7,25.8,68.61,1
2491,114.7,27.8,31.5,23.9,79.41,1
2492,114.1,28,31.8,23.8,77.84,1
2493,115.4,27.1,30.2,23.9,82.84,1
2494,81.9,27,30.1,23.9,83.11,1
2495,46.2,27.1,30.1,23.8,82.23,1
2496,37.3,27.1,30.2,23.9,82.77,1
2497,28.7,27,30.1,24,83.65,1
2498,32.9,26.8,30,24.7,88.47,1
2499,34.3,26.2,26.2,24.2,88.75,1
2500,31.8,26,26,25,94.21,2
2501,28,26,26,24,88.76,2
2502,21.3,26.1,26.1,24.2,89.37,1
2503,22.3,25.8,25.8,24.1,90.26,2
2504,36.3,25.8,25.8,24.2,90.87,2
2505,59.3,25.9,25.9,24.8,93.59,2
2506,102.6,28,33.6,26,88.87,1
2507,123.3,31,39.1,26,74.79,1
2508,133.4,32,40.9,26.2,71.37,1
2509,143,32.8,40.3,25,63.75,1
2510,147.2,33.7,41.6,25,60.45,1
2511,174.4,30.8,40.1,26.9,79.71,1
2512,174.7,28.8,34.1,24.9,79.44,1
2513,159.7,29,35.7,26,83.74,1
2514,163.1,32.3,41.2,26.1,69.74,1
2515,133.2,31.3,39.6,26,73.55,1
2516,119.5,31,39.4,26.2,75.53,1
2517,96.4,29.8,37.3,26.2,81.04,1
2518,72.6,29,35.6,26,83.87,1
2519,41.7,28.1,32.8,25,83.53,1
2520,32.7,28,32.5,24.7,82.37,1
2521,23.5,27,30.6,25,88.79,1
2522,26.3,27,30.5,24.8,87.61,1
2523,34.5,26.8,30.1,24.9,89.4,1
2524,34.2,26.8,30,24.8,88.8,1
2525,29.1,25.8,25.8,24.8,94.18,2
2526,25.2,25.8,25.8,24.8,94.21,2
2527,22.2,25.3,25.3,24.2,93.54,2
2528,25.4,25,25,23,88.71,2
2529,41.6,25.3,25.3,24.1,92.92,2
2530,67,27.8,32.2,24.9,84.32,1
2531,89.9,29.3,35.2,25.2,78.53,1
2532,102.2,31.1,37.9,25.1,70.48,1
2533,111.7,32.8,41.4,25.8,66.72,1
2534,91.1,33.8,41.4,24.8,59.45,1
2535,122.1,34.7,42.6,24.8,56.41,1
2536,113.9,34.8,41.5,23.9,53.33,1
2537,125.5,34,42,25,59.54,1
2538,124.5,33.8,41.3,24.8,59.43,1
2539,105.2,30,32.5,20.9,58.2,1
2540,105.2,28,31.3,23,74.24,1
2541,93.9,27,29.6,22.8,77.67,1
2542,70.9,27,29.3,22.2,74.92,1
2543,39.6,27,29.6,22.8,77.7,1
2544,31.1,26.8,29.6,23.8,83.64,1
2545,32.7,27.1,29.8,23.2,79.35,1
2546,26.4,25.8,25.8,24.2,90.84,2
2547,26.9,26,26,24.8,92.93,2
2548,24.3,24.1,24.1,23.9,98.91,2
2549,27.2,24,24,24,99.92,2
2550,29.6,24.9,24.9,23.9,94.13,2
2551,27.2,25,25,23.9,93.51,2
2552,34.7,25,25,24,94.14,2
2553,131,25,25,24.7,98.26,2
2554,196.2,26,26,25,94.16,2
2555,212.6,28,32,24,78.94,2
2556,238.5,30.1,36.2,24.9,73.87,2
2557,229.8,32,39.2,25,66.55,2
2558,231.9,32.8,40.4,25.1,63.92,2
2559,262,33.9,41.4,24.7,58.86,2
2560,273.2,32,42.3,27,74.87,2
2561,270.4,31.1,40.4,26.8,77.95,2
2562,210.6,31.1,40.4,26.8,77.95,2
2563,121.8,29.8,34.9,24.1,71.43,1
2564,109.9,28.8,33.3,24.1,75.72,1
2565,110.9,28.1,32.1,24.1,78.95,1
2566,81.7,27.8,32.2,24.9,84.33,1
2567,46.8,27.3,30.7,24.2,83.14,1
2568,38.9,27.1,30.7,24.9,87.93,1
2569,28.8,27,30.6,25,88.84,1
2570,26.4,27,30.6,25,88.84,1
2571,21.7,27,30.2,24.2,84.56,1
2572,18.2,26.8,30,24.7,88.53,1
2573,20.8,27,30.1,24,83.7,1
2574,20.2,26.1,26.1,24.7,92.33,1
2575,22.6,26,26,24,88.76,2
2576,29.8,25.3,25.3,24.2,93.55,2
2577,145.3,26,26,24.8,92.95,2
2578,211.4,29,34.6,25,79.04,2
2579,209.1,30,37.2,25.8,78.11,2
2580,212,31.3,38.3,25.1,69.57,2
2581,229.7,32.7,40.1,24.9,63.49,2
2582,243,32.8,41.5,25.8,66.69,2
2583,250.1,33.8,41.4,24.8,59.42,2
2584,253.2,33,40.7,25.1,63.14,2
2585,244.4,32.1,39.4,25.1,66.58,2
2586,207.7,31.9,38,24.2,63.79,2
2587,124,31,36.7,24.2,67.08,1
2588,74.6,26,26,23,83.52,2
2589,97.1,26.2,26.2,21.8,76.8,1
2590,80,26.1,26.1,22.1,78.67,1
2591,31.7,26,26,23,83.57,2
2592,26.6,25.8,25.8,23.8,88.69,2
2593,20.1,26,26,23.8,87.54,2
2594,16.7,26.1,26.1,23.8,87.25,1
2595,18.7,25.2,25.2,23.9,92.59,2
2596,14.4,26,26,24,88.76,2
2597,16.9,26,26,24,88.74,2
2598,16.4,26,26,24,88.77,2
2599,19.4,26,26,24.1,89.08,2
2600,50.2,25.8,25.8,24,89.95,2
2601,147.3,26.2,26.2,24.9,92.65,1
2602,190.4,28.7,34.2,25.2,81.18,1
2603,202,29.8,36.7,25.7,78.86,2
2604,205.3,30.8,38.8,26.1,75.99,2
2605,196.3,31,37.8,25,70.42,1
2606,209.2,31.8,39.1,25.2,68.1,2
2607,245.1,32.2,39.7,25.2,66.58,2
2608,240.5,33,40.6,25,62.98,2
2609,219.9,31,37.7,25,70.51,2
2610,243.3,31.1,36.8,24.2,66.89,2
2611,186.2,31.3,37.2,24.2,66.03,1
2612,194.7,30.1,36.5,25.2,75.14,1
2613,164.2,28.8,34.3,25.2,80.89,1
2614,129.2,28.1,33.5,25.8,87.41,1
2615,49.2,27.3,31.8,25.8,91.45,1
2616,28.8,27.3,31.7,25.7,91.14,1
2617,14.8,27,31.1,25.8,92.98,1
2618,14.4,26.8,30.2,25.2,90.91,1
2619,17,27,30.5,24.8,87.65,1
2620,21.1,26,26,25,94.21,2
2621,16.5,26,26,25,94.21,2
2622,13.7,25.9,25.9,24.2,90.27,2
2623,14,25.1,25.1,24.2,94.79,2
2624,38.9,25,25,24,94.17,2
2625,131.2,24.8,24.8,24,95.42,2
2626,182.9,25,25,24,94.17,2
2627,184.9,26,26,25,94.21,2
2628,165.7,26.1,26.1,24.9,93.28,1
2629,177.2,26.8,30.1,25.1,90.32,1
2630,189.1,27.7,32.1,24.9,84.59,1
2631,197.4,28.8,34.2,25,80.06,1
2632,202.6,29.3,35.2,25.2,78.51,2
2633,195.6,30,36.2,25,74.59,1
2634,157.2,30,37.1,25.8,78.08,1
2635,156.3,30.1,36.4,25.1,74.58,1
2636,148.7,30,35.1,24,70.29,1
2637,151.5,27.8,32.3,25,84.86,1
2638,109.8,27,30.1,24,83.68,1
2639,54.2,26,26,24,88.74,2
2640,33.2,25.9,25.9,24.1,89.63,2
2641,17.4,25.1,25.1,24.1,94.15,2
2642,15.7,25,25,24,94.17,2
2643,16.4,25,25,24.1,94.49,2
2644,16.1,26,26,24,88.76,2
2645,17,25,25,24,94.17,2
2646,15.7,25.2,25.2,24.1,93.56,2
2647,17.8,25.7,25.7,24.1,90.56,2
2648,22.7,25.7,25.7,24.1,90.56,2
2649,47.9,25.9,25.9,24.1,89.68,2
2650,52.5,28,32,24,78.94,1
2651,82,29.8,35,24.2,71.93,1
2652,94.1,31,37.6,24.9,69.97,1
2653,98.6,31.1,37.9,25.1,70.46,1
2654,110,32.1,39,24.8,65.45,1
2655,85.1,32.9,40.7,25.2,63.98,1
2656,121.8,32.8,41.8,26,67.62,1
2657,127.1,33,42,25.9,66.3,1
2658,125.1,32.1,40.6,25.9,69.92,1
2659,130.2,31.8,40.2,25.9,71.07,1
2660,89.1,30.8,37.6,25.2,72.11,1
2661,69.2,28,31.8,23.8,77.86,1
2662,70.5,26,26,24,88.74,2
2663,45.6,26,26,23,83.57,2
2664,32,25.8,25.8,22.8,83.56,2
2665,29.4,26,26,23,83.59,2
2666,23.6,25,25,23,88.68,2
2667,27.7,24.8,24.8,23.1,90.19,2
2668,22.4,25,25,23,88.68,2
2669,20.6,25,25,23,88.68,2
